ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type,,,,,
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE,3,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail,2,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U),1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U)
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091102/1,ASSEMBLED PARTS/폱 dummy (19),1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1091102/1,ASSEMBLED PARTS/폱 dummy (19)
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack,1,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack),4,,,B2-B3,,,E3SC6102LANOA3PPL18B2B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack)
Ericsson,1E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,1E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,1E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,1E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,1E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,1E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,1E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B2-B3,,,1E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,1E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,1E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,1E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B2-B3,,,E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2-B3,,,E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2-B3,,,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3ST6201IDRUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2-B3,,,1E3ST6201IDRUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3ST6201IDRUSB2B3UG,SXA1344944/1,AIR PLATE/Air Plate RF Shelf,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UG,SXA1344944/1,AIR PLATE/Air Plate RF Shelf
Ericsson,1E3ST6102OARUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2-B3,,,1E3ST6102OARUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3ST6102OARUSB2B3UG,SXA1344944/1,AIR PLATE/Air Plate RF Shelf,1,,,B2-B3,,,1E3ST6102OARUSB2B3UG,SXA1344944/1,AIR PLATE/Air Plate RF Shelf
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,NTB1010327/2,Subrack kit,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,NTB1010327/2,Subrack kit
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,NTB1010326/2,Frame kit (only for 6201),1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,NTB1010326/2,Frame kit (only for 6201)
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug,3,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM777583/01000,DC Power cable,3,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,RPM777583/01000,DC Power cable
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151177/1,Cable shelf 0.5U,2,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA2151177/1,Cable shelf 0.5U
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151640/2,9U shelf plate,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA2151640/2,9U shelf plate
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151171/1,Air resistor 0.5U,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA2151171/1,Air resistor 0.5U
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands),3,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands)
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK1252029/3,1.5 U power sub rack,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXK1252029/3,1.5 U power sub rack
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK111539/1,M6 kit,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXK111539/1,M6 kit
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2152667/4,1.5U power rack shelf1 left,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA2152667/4,1.5U power rack shelf1 left
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2152668/4,1.5U power rack shelf1 right,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXA2152668/4,1.5U power rack shelf1 right
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,BMG980392/1,PCU DC 08,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,BMG980392/1,PCU DC 08
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM77718/00350,Power cable,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,RPM77718/00350,Power cable
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK1098257/1,Unit dummy,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SXK1098257/1,Unit dummy
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM2533512/2000,CPRI DU-RRU,6,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,RPM2533512/2000,CPRI DU-RRU
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SDF111320/2,Connector sleeve,1,,,B2-B3,,,1E3ST6201IDRUSB2B3UGNOL18,SDF111320/2,Connector sleeve
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31
Ericsson,1E3ST6102OARUSB2B3UGNOL18,NTB1010327/2,Subrack kit,1,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,NTB1010327/2,Subrack kit
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1344944/1,AIR PLATE/Air Plate RF Shelf,1,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,SXA1344944/1,AIR PLATE/Air Plate RF Shelf
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM2533512/2000,CPRI DU-RRU,6,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,RPM2533512/2000,CPRI DU-RRU
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug,3,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM777583/01000,DC Power cable,3,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,RPM777583/01000,DC Power cable
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands),3,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands)
Ericsson,1E3ST6102OARUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit,1,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2-B3,,,1E3ST6102OARUSB2B3UGNOL18,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,1E3SCULNR61023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,1E3SCULNR61023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,1E3SCULNR61023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SCULNR61023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCULNR61023PPOAB2B3UG,NTB1010230/1,Radio Fan unit,3,,,B2-B3,,,1E3SCULNR61023PPOAB2B3UG,NTB1010230/1,Radio Fan unit
Ericsson,1E3SCUU2161023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,1E3SCUU2161023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,1E3SCUU2161023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3SCUU2161023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3SCUU2161023PPOAB2B3UG,NTB1010230/1,Radio Fan unit,3,,,B2-B3,,,1E3SCUU2161023PPOAB2B3UG,NTB1010230/1,Radio Fan unit
TEF,1E3STUU216102OAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2-B3,,,1E3STUU216102OAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1
TEF,1E3STUU216102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3STUU216102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E3LC6201IDB2B3UG,SXK1253086/1,Cable guide
TEF,1E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,1E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,1E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,1E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,1E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,1E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,1E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable
Ericsson,1E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,1E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,1E3LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,1E3LC6102OAB2B3UG,SXK1253086/1,Cable guide
TEF,1E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,1E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,1E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,1E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,1E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2-B3,,,1E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable
Ericsson,E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,E3LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,E3LC6201IDB2B3UG,SXK1253086/1,Cable guide
TEF,E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2-B3,,,E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E3LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,6,,,B2-B3,,,E3LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
Ericsson,E3LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE,1,,,B2-B3,,,E3LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE
Ericsson,E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2-B3,,,E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan
Ericsson,E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2-B3,,,E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable
Ericsson,E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2-B3,,,E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable
Ericsson,E3LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2-B3,,,E3LC6102OAB2B3UG,SXK1253086/1,Cable guide
TEF,E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2-B3,,,E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2-B3,,,E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2-B3,,,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2-B3,,,E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62
Ericsson,E3LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE,6,,,B2-B3,,,E3LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE
